"ensembl_gene_id"	"external_gene_name"	"gene_biotype"
"ENSG00000162298"	"SYVN1"	"protein_coding"
"ENSG00000162300"	"ZFPL1"	"protein_coding"
"ENSG00000162302"	"RPS6KA4"	"protein_coding"
"ENSG00000162337"	"LRP5"	"protein_coding"
"ENSG00000162341"	"TPCN2"	"protein_coding"
"ENSG00000164180"	"TMEM161B"	"protein_coding"
"ENSG00000164220"	"F2RL2"	"protein_coding"
"ENSG00000164236"	"ANKRD33B"	"protein_coding"
"ENSG00000164237"	"CMBL"	"protein_coding"
"ENSG00000164241"	"C5orf63"	"protein_coding"
"ENSG00000164244"	"PRRC1"	"protein_coding"
"ENSG00000164251"	"F2RL1"	"protein_coding"
"ENSG00000164252"	"AGGF1"	"protein_coding"
"ENSG00000164253"	"WDR41"	"protein_coding"
"ENSG00000164284"	"GRPEL2"	"protein_coding"
"ENSG00000164291"	"ARSK"	"protein_coding"
"ENSG00000164292"	"RHOBTB3"	"protein_coding"
"ENSG00000164300"	"SERINC5"	"protein_coding"
"ENSG00000164308"	"ERAP2"	"protein_coding"
"ENSG00000164327"	"RICTOR"	"protein_coding"
"ENSG00000164329"	"TENT2"	"protein_coding"
"ENSG00000164332"	"UBLCP1"	"protein_coding"
"ENSG00000164346"	"NSA2"	"protein_coding"
"ENSG00000164347"	"GFM2"	"protein_coding"
"ENSG00000164362"	"TERT"	"protein_coding"
"ENSG00000164379"	"FOXQ1"	"protein_coding"
"ENSG00000164385"	"LINC01600"	"lncRNA"
"ENSG00000164404"	"GDF9"	"protein_coding"
"ENSG00000164405"	"UQCRQ"	"protein_coding"
"ENSG00000164414"	"SLC35A1"	"protein_coding"
"ENSG00000164418"	"GRIK2"	"protein_coding"
"ENSG00000164430"	"CGAS"	"protein_coding"
"ENSG00000164442"	"CITED2"	"protein_coding"
"ENSG00000164463"	"CREBRF"	"protein_coding"
"ENSG00000164465"	"DCBLD1"	"protein_coding"
"ENSG00000164488"	"DACT2"	"protein_coding"
"ENSG00000164494"	"PDSS2"	"protein_coding"
"ENSG00000164506"	"STXBP5"	"protein_coding"
"ENSG00000164509"	"IL31RA"	"protein_coding"
"ENSG00000164520"	"RAET1E"	"protein_coding"
"ENSG00000164535"	"DAGLB"	"protein_coding"
"ENSG00000164542"	"MATCAP2"	"protein_coding"
"ENSG00000164543"	"STK17A"	"protein_coding"
"ENSG00000164548"	"TRA2A"	"protein_coding"
"ENSG00000164591"	"MYOZ3"	"protein_coding"
"ENSG00000164597"	"COG5"	"protein_coding"
"ENSG00000164603"	"BMT2"	"protein_coding"
"ENSG00000164610"	"RP9"	"protein_coding"
"ENSG00000164620"	"RELL2"	"protein_coding"
"ENSG00000164626"	"KCNK5"	"protein_coding"
"ENSG00000164631"	"ZNF12"	"protein_coding"
"ENSG00000164638"	"SLC29A4"	"protein_coding"
"ENSG00000164647"	"STEAP1"	"protein_coding"
"ENSG00000164649"	"CDCA7L"	"protein_coding"
"ENSG00000164654"	"MIOS"	"protein_coding"
"ENSG00000164663"	"USP49"	"protein_coding"
"ENSG00000164674"	"SYTL3"	"protein_coding"
"ENSG00000164683"	"HEY1"	"protein_coding"
"ENSG00000164684"	"ZNF704"	"protein_coding"
"ENSG00000164687"	"FABP5"	"protein_coding"
"ENSG00000164690"	"SHH"	"protein_coding"
"ENSG00000164695"	"CHMP4C"	"protein_coding"
"ENSG00000164713"	"BRI3"	"protein_coding"
"ENSG00000164715"	"LMTK2"	"protein_coding"
"ENSG00000164733"	"CTSB"	"protein_coding"
"ENSG00000164736"	"SOX17"	"protein_coding"
"ENSG00000164741"	"DLC1"	"protein_coding"
"ENSG00000164742"	"ADCY1"	"protein_coding"
"ENSG00000164746"	"C7orf57"	"protein_coding"
"ENSG00000164749"	"HNF4G"	"protein_coding"
"ENSG00000164751"	"PEX2"	"protein_coding"
"ENSG00000164754"	"RAD21"	"protein_coding"
"ENSG00000164758"	"MED30"	"protein_coding"
"ENSG00000164761"	"TNFRSF11B"	"protein_coding"
"ENSG00000164776"	"PHKG1"	"protein_coding"
"ENSG00000164778"	"EN2"	"protein_coding"
"ENSG00000164808"	"SPIDR"	"protein_coding"
"ENSG00000164815"	"ORC5"	"protein_coding"
"ENSG00000164818"	"DNAAF5"	"protein_coding"
"ENSG00000164823"	"OSGIN2"	"protein_coding"
"ENSG00000164828"	"SUN1"	"protein_coding"
"ENSG00000164830"	"OXR1"	"protein_coding"
"ENSG00000164849"	"GPR146"	"protein_coding"
"ENSG00000164850"	"GPER1"	"protein_coding"
"ENSG00000164855"	"TMEM184A"	"protein_coding"
"ENSG00000164867"	"NOS3"	"protein_coding"
"ENSG00000164877"	"MICALL2"	"protein_coding"
"ENSG00000164880"	"INTS1"	"protein_coding"
"ENSG00000164885"	"CDK5"	"protein_coding"
"ENSG00000164889"	"SLC4A2"	"protein_coding"
"ENSG00000164896"	"FASTK"	"protein_coding"
"ENSG00000164897"	"TMUB1"	"protein_coding"
"ENSG00000164898"	"FMC1"	"protein_coding"
"ENSG00000164916"	"FOXK1"	"protein_coding"
"ENSG00000164919"	"COX6C"	"protein_coding"
"ENSG00000164920"	"OSR2"	"protein_coding"
"ENSG00000164924"	"YWHAZ"	"protein_coding"
"ENSG00000164930"	"FZD6"	"protein_coding"
"ENSG00000164932"	"CTHRC1"	"protein_coding"
"ENSG00000164933"	"SLC25A32"	"protein_coding"
"ENSG00000164934"	"DCAF13"	"protein_coding"
"ENSG00000164938"	"TP53INP1"	"protein_coding"
"ENSG00000164941"	"INTS8"	"protein_coding"
"ENSG00000164944"	"VIRMA"	"protein_coding"
"ENSG00000164949"	"GEM"	"protein_coding"
"ENSG00000164951"	"PDP1"	"protein_coding"
"ENSG00000164953"	"TMEM67"	"protein_coding"
"ENSG00000164961"	"WASHC5"	"protein_coding"
"ENSG00000164967"	"RPP25L"	"protein_coding"
"ENSG00000164970"	"FAM219A"	"protein_coding"
"ENSG00000164975"	"SNAPC3"	"protein_coding"
"ENSG00000164976"	"MYORG"	"protein_coding"
"ENSG00000164978"	"NUDT2"	"protein_coding"
"ENSG00000164983"	"TMEM65"	"protein_coding"
"ENSG00000164985"	"PSIP1"	"protein_coding"
"ENSG00000164989"	"CCDC171"	"protein_coding"
"ENSG00000165006"	"UBAP1"	"protein_coding"
"ENSG00000165028"	"NIPSNAP3B"	"protein_coding"
"ENSG00000165029"	"ABCA1"	"protein_coding"
"ENSG00000165030"	"NFIL3"	"protein_coding"
"ENSG00000165055"	"METTL2B"	"protein_coding"
"ENSG00000165060"	"FXN"	"protein_coding"
"ENSG00000165097"	"KDM1B"	"protein_coding"
"ENSG00000165102"	"HGSNAT"	"protein_coding"
"ENSG00000165105"	"RASEF"	"protein_coding"
"ENSG00000165113"	"GKAP1"	"protein_coding"
"ENSG00000165115"	"KIF27"	"protein_coding"
"ENSG00000165118"	"QNG1"	"protein_coding"
"ENSG00000165119"	"HNRNPK"	"protein_coding"
"ENSG00000165138"	"ANKS6"	"protein_coding"
"ENSG00000165152"	"PGAP4"	"protein_coding"
"ENSG00000165156"	"ZHX1"	"protein_coding"
"ENSG00000165168"	"CYBB"	"protein_coding"
"ENSG00000165169"	"DYNLT3"	"protein_coding"
"ENSG00000165171"	"METTL27"	"protein_coding"
"ENSG00000165175"	"MID1IP1"	"protein_coding"
"ENSG00000165185"	"KIAA1958"	"protein_coding"
"ENSG00000165186"	"PTCHD1"	"protein_coding"
"ENSG00000165195"	"PIGA"	"protein_coding"
"ENSG00000165209"	"STRBP"	"protein_coding"
"ENSG00000165215"	"CLDN3"	"protein_coding"
"ENSG00000165219"	"GAPVD1"	"protein_coding"
"ENSG00000165233"	"CARD19"	"protein_coding"
"ENSG00000165238"	"WNK2"	"protein_coding"
"ENSG00000165240"	"ATP7A"	"protein_coding"
"ENSG00000165244"	"ZNF367"	"protein_coding"
"ENSG00000165259"	"HDX"	"protein_coding"
"ENSG00000165264"	"NDUFB6"	"protein_coding"
"ENSG00000165271"	"NOL6"	"protein_coding"
"ENSG00000165272"	"AQP3"	"protein_coding"
"ENSG00000165275"	"TRMT10B"	"protein_coding"
"ENSG00000165280"	"VCP"	"protein_coding"
"ENSG00000165282"	"PIGO"	"protein_coding"
"ENSG00000165283"	"STOML2"	"protein_coding"
"ENSG00000165288"	"BRWD3"	"protein_coding"
"ENSG00000165304"	"MELK"	"protein_coding"
"ENSG00000165359"	"INTS6L"	"protein_coding"
"ENSG00000165392"	"WRN"	"protein_coding"
"ENSG00000165434"	"PGM2L1"	"protein_coding"
"ENSG00000165458"	"INPPL1"	"protein_coding"
"ENSG00000165490"	"DDIAS"	"protein_coding"
"ENSG00000165494"	"PCF11"	"protein_coding"
"ENSG00000165526"	"RPUSD4"	"protein_coding"
"ENSG00000165661"	"QSOX2"	"protein_coding"
"ENSG00000165671"	"NSD1"	"protein_coding"
"ENSG00000165675"	"ENOX2"	"protein_coding"
"ENSG00000165684"	"SNAPC4"	"protein_coding"
"ENSG00000165688"	"PMPCA"	"protein_coding"
"ENSG00000165689"	"ENTR1"	"protein_coding"
"ENSG00000165698"	"SPACA9"	"protein_coding"
"ENSG00000165699"	"TSC1"	"protein_coding"
"ENSG00000165704"	"HPRT1"	"protein_coding"
"ENSG00000165716"	"DIPK1B"	"protein_coding"
"ENSG00000165724"	"ZMYND19"	"protein_coding"
"ENSG00000165775"	"FUNDC2"	"protein_coding"
"ENSG00000165802"	"NSMF"	"protein_coding"
"ENSG00000165895"	"ARHGAP42"	"protein_coding"
"ENSG00000165905"	"LARGE2"	"protein_coding"
"ENSG00000165912"	"PACSIN3"	"protein_coding"
"ENSG00000165915"	"SLC39A13"	"protein_coding"
"ENSG00000165916"	"PSMC3"	"protein_coding"
"ENSG00000165917"	"RAPSN"	"protein_coding"
"ENSG00000165923"	"AGBL2"	"protein_coding"
"ENSG00000166002"	"SMCO4"	"protein_coding"
"ENSG00000166004"	"CEP295"	"protein_coding"
"ENSG00000166012"	"TAF1D"	"protein_coding"
"ENSG00000166016"	"ABTB2"	"protein_coding"
"ENSG00000166025"	"AMOTL1"	"protein_coding"
"ENSG00000166037"	"CEP57"	"protein_coding"
"ENSG00000166086"	"JAM3"	"protein_coding"
"ENSG00000166106"	"ADAMTS15"	"protein_coding"
"ENSG00000166199"	"ALKBH3"	"protein_coding"
"ENSG00000166261"	"ZNF202"	"protein_coding"
"ENSG00000166278"	"C2"	"protein_coding"
"ENSG00000166311"	"SMPD1"	"protein_coding"
"ENSG00000166323"	"C11orf65"	"protein_coding"
"ENSG00000166326"	"TRIM44"	"protein_coding"
"ENSG00000166333"	"ILK"	"protein_coding"
"ENSG00000166337"	"TAF10"	"protein_coding"
"ENSG00000166340"	"TPP1"	"protein_coding"
"ENSG00000166341"	"DCHS1"	"protein_coding"
"ENSG00000166352"	"IFTAP"	"protein_coding"
"ENSG00000166368"	"OR2D2"	"protein_coding"
"ENSG00000166387"	"PPFIBP2"	"protein_coding"
"ENSG00000166394"	"CYB5R2"	"protein_coding"
"ENSG00000166402"	"TUB"	"protein_coding"
"ENSG00000166405"	"RIC3"	"protein_coding"
"ENSG00000166432"	"ZMAT1"	"protein_coding"
"ENSG00000166439"	"RNF169"	"protein_coding"
"ENSG00000166441"	"RPL27A"	"protein_coding"
"ENSG00000166444"	"DENND2B"	"protein_coding"
"ENSG00000166452"	"AKIP1"	"protein_coding"
"ENSG00000166471"	"TMEM41B"	"protein_coding"
"ENSG00000166478"	"ZNF143"	"protein_coding"
"ENSG00000166483"	"WEE1"	"protein_coding"
"ENSG00000166508"	"MCM7"	"protein_coding"
"ENSG00000166526"	"ZNF3"	"protein_coding"
"ENSG00000166529"	"ZSCAN21"	"protein_coding"
"ENSG00000166681"	"BEX3"	"protein_coding"
"ENSG00000166682"	"TMPRSS5"	"protein_coding"
"ENSG00000166689"	"PLEKHA7"	"protein_coding"
"ENSG00000166788"	"SAAL1"	"protein_coding"
"ENSG00000166801"	"FAM111A"	"protein_coding"
"ENSG00000166833"	"NAV2"	"protein_coding"
"ENSG00000166889"	"PATL1"	"protein_coding"
"ENSG00000166900"	"STX3"	"protein_coding"
"ENSG00000166902"	"MRPL16"	"protein_coding"
"ENSG00000166924"	"NYAP1"	"protein_coding"
"ENSG00000166925"	"TSC22D4"	"protein_coding"
"ENSG00000166997"	"CNPY4"	"protein_coding"
"ENSG00000167034"	"NKX3-1"	"protein_coding"
"ENSG00000167081"	"PBX3"	"protein_coding"
"ENSG00000167103"	"PIP5KL1"	"protein_coding"
"ENSG00000167106"	"EEIG1"	"protein_coding"
"ENSG00000167110"	"GOLGA2"	"protein_coding"
"ENSG00000167112"	"TRUB2"	"protein_coding"
"ENSG00000167113"	"COQ4"	"protein_coding"
"ENSG00000167114"	"SLC27A4"	"protein_coding"
"ENSG00000167118"	"URM1"	"protein_coding"
"ENSG00000167123"	"CERCAM"	"protein_coding"
"ENSG00000167130"	"DOLPP1"	"protein_coding"
"ENSG00000167136"	"ENDOG"	"protein_coding"
"ENSG00000167157"	"PRRX2"	"protein_coding"
"ENSG00000167257"	"RNF214"	"protein_coding"
"ENSG00000167283"	"ATP5MG"	"protein_coding"
"ENSG00000167323"	"STIM1"	"protein_coding"
"ENSG00000167325"	"RRM1"	"protein_coding"
"ENSG00000167393"	"PPP2R3B"	"protein_coding"
"ENSG00000167632"	"TRAPPC9"	"protein_coding"
"ENSG00000167700"	"MFSD3"	"protein_coding"
"ENSG00000167702"	"KIFC2"	"protein_coding"
"ENSG00000167771"	"RCOR2"	"protein_coding"
"ENSG00000167792"	"NDUFV1"	"protein_coding"
"ENSG00000167797"	"CDK2AP2"	"protein_coding"
"ENSG00000167799"	"NUDT8"	"protein_coding"
"ENSG00000167904"	"TMEM68"	"protein_coding"
"ENSG00000167986"	"DDB1"	"protein_coding"
"ENSG00000167987"	"VPS37C"	"protein_coding"
"ENSG00000167992"	"VWCE"	"protein_coding"
"ENSG00000167994"	"RAB3IL1"	"protein_coding"
"ENSG00000168000"	"BSCL2"	"protein_coding"
"ENSG00000168002"	"POLR2G"	"protein_coding"
"ENSG00000168003"	"SLC3A2"	"protein_coding"
"ENSG00000168005"	"SPINDOC"	"protein_coding"
"ENSG00000168014"	"C2CD3"	"protein_coding"
"ENSG00000168040"	"FADD"	"protein_coding"
"ENSG00000168056"	"LTBP3"	"protein_coding"
"ENSG00000168061"	"SAC3D1"	"protein_coding"
"ENSG00000168062"	"BATF2"	"protein_coding"
"ENSG00000168067"	"MAP4K2"	"protein_coding"
"ENSG00000168071"	"CCDC88B"	"protein_coding"
"ENSG00000168077"	"SCARA3"	"protein_coding"
"ENSG00000168078"	"PBK"	"protein_coding"
"ENSG00000168079"	"SCARA5"	"protein_coding"
"ENSG00000168090"	"COPS6"	"protein_coding"
"ENSG00000168092"	"PAFAH1B2"	"protein_coding"
"ENSG00000168116"	"KIAA1586"	"protein_coding"
"ENSG00000168143"	"FAM83B"	"protein_coding"
"ENSG00000168172"	"HOOK3"	"protein_coding"
"ENSG00000168216"	"LMBRD1"	"protein_coding"
"ENSG00000168255"	"POLR2J3"	"protein_coding"
"ENSG00000168298"	"H1-4"	"protein_coding"
"ENSG00000168300"	"PCMTD1"	"protein_coding"
"ENSG00000168303"	"MPLKIP"	"protein_coding"
"ENSG00000168394"	"TAP1"	"protein_coding"
"ENSG00000168438"	"CDC40"	"protein_coding"
"ENSG00000168439"	"STIP1"	"protein_coding"
"ENSG00000168453"	"HR"	"protein_coding"
"ENSG00000168476"	"REEP4"	"protein_coding"
"ENSG00000168477"	"TNXB"	"protein_coding"
"ENSG00000168487"	"BMP1"	"protein_coding"
"ENSG00000168495"	"POLR3D"	"protein_coding"
"ENSG00000168496"	"FEN1"	"protein_coding"
"ENSG00000168522"	"FNTA"	"protein_coding"
"ENSG00000168566"	"SNRNP48"	"protein_coding"
"ENSG00000168569"	"TMEM223"	"protein_coding"
"ENSG00000168575"	"SLC20A2"	"protein_coding"
"ENSG00000168615"	"ADAM9"	"protein_coding"
"ENSG00000168672"	"LRATD2"	"protein_coding"
"ENSG00000168724"	"DNAJC21"	"protein_coding"
"ENSG00000168795"	"ZBTB5"	"protein_coding"
"ENSG00000168876"	"ANKRD49"	"protein_coding"
"ENSG00000168913"	"ENHO"	"protein_coding"
"ENSG00000168939"	"SPRY3"	"protein_coding"
"ENSG00000168994"	"PXDC1"	"protein_coding"
"ENSG00000169045"	"HNRNPH1"	"protein_coding"
"ENSG00000169057"	"MECP2"	"protein_coding"
"ENSG00000169071"	"ROR2"	"protein_coding"
"ENSG00000169084"	"DHRSX"	"protein_coding"
"ENSG00000169093"	"ASMTL"	"protein_coding"
"ENSG00000169100"	"SLC25A6"	"protein_coding"
"ENSG00000169122"	"FAM110B"	"protein_coding"
"ENSG00000169131"	"ZNF354A"	"protein_coding"
"ENSG00000169139"	"UBE2V2"	"protein_coding"
"ENSG00000169155"	"ZBTB43"	"protein_coding"
"ENSG00000169188"	"APEX2"	"protein_coding"
"ENSG00000169193"	"CCDC126"	"protein_coding"
"ENSG00000169220"	"RGS14"	"protein_coding"
"ENSG00000169223"	"LMAN2"	"protein_coding"
"ENSG00000169228"	"RAB24"	"protein_coding"
"ENSG00000169230"	"PRELID1"	"protein_coding"
"ENSG00000169239"	"CA5B"	"protein_coding"
"ENSG00000169249"	"ZRSR2"	"protein_coding"
"ENSG00000169306"	"IL1RAPL1"	"protein_coding"
"ENSG00000169398"	"PTK2"	"protein_coding"
"ENSG00000169436"	"COL22A1"	"protein_coding"
"ENSG00000169439"	"SDC2"	"protein_coding"
"ENSG00000169446"	"MMGT1"	"protein_coding"
"ENSG00000169490"	"TM2D2"	"protein_coding"
"ENSG00000169499"	"PLEKHA2"	"protein_coding"
"ENSG00000169519"	"METTL15"	"protein_coding"
"ENSG00000169692"	"AGPAT2"	"protein_coding"
"ENSG00000169871"	"TRIM56"	"protein_coding"
"ENSG00000169891"	"REPS2"	"protein_coding"
"ENSG00000169894"	"MUC3A"	"protein_coding"
"ENSG00000169895"	"SYAP1"	"protein_coding"
"ENSG00000169902"	"TPST1"	"protein_coding"
"ENSG00000169919"	"GUSB"	"protein_coding"
"ENSG00000169925"	"BRD3"	"protein_coding"
"ENSG00000169946"	"ZFPM2"	"protein_coding"
"ENSG00000169976"	"SF3B5"	"protein_coding"
"ENSG00000170027"	"YWHAG"	"protein_coding"
"ENSG00000170085"	"SIMC1"	"protein_coding"
"ENSG00000170145"	"SIK2"	"protein_coding"
"ENSG00000170161"	"FAM88B"	"lncRNA"
"ENSG00000170234"	"PWWP2A"	"protein_coding"
"ENSG00000170242"	"USP47"	"protein_coding"
"ENSG00000170260"	"ZNF212"	"protein_coding"
"ENSG00000170265"	"ZNF282"	"protein_coding"
"ENSG00000170322"	"NFRKB"	"protein_coding"
"ENSG00000170325"	"PRDM10"	"protein_coding"
"ENSG00000170379"	"TCAF2"	"protein_coding"
"ENSG00000170381"	"SEMA3E"	"protein_coding"
"ENSG00000170458"	"CD14"	"protein_coding"
"ENSG00000170469"	"SPATA24"	"protein_coding"
"ENSG00000170542"	"SERPINB9"	"protein_coding"
"ENSG00000170584"	"NUDCD2"	"protein_coding"
"ENSG00000170606"	"HSPA4"	"protein_coding"
"ENSG00000170619"	"COMMD5"	"protein_coding"
"ENSG00000170631"	"ZNF16"	"protein_coding"
"ENSG00000170632"	"ARMC10"	"protein_coding"
"ENSG00000170667"	"RASA4B"	"protein_coding"
"ENSG00000170681"	"CAVIN4"	"protein_coding"
"ENSG00000170734"	"POLH"	"protein_coding"
"ENSG00000170743"	"SYT9"	"protein_coding"
"ENSG00000170775"	"GPR37"	"protein_coding"
"ENSG00000170786"	"SDR16C5"	"protein_coding"
"ENSG00000170791"	"CHCHD7"	"protein_coding"
"ENSG00000170852"	"KBTBD2"	"protein_coding"
"ENSG00000170873"	"MTSS1"	"protein_coding"
"ENSG00000170881"	"RNF139"	"protein_coding"
"ENSG00000170899"	"GSTA4"	"protein_coding"
"ENSG00000170903"	"MSANTD4"	"protein_coding"
"ENSG00000170915"	"PAQR8"	"protein_coding"
"ENSG00000170946"	"DNAJC24"	"protein_coding"
"ENSG00000170955"	"CAVIN3"	"protein_coding"
"ENSG00000170961"	"HAS2"	"protein_coding"
"ENSG00000170962"	"PDGFD"	"protein_coding"
"ENSG00000171033"	"PKIA"	"protein_coding"
"ENSG00000171044"	"XKR6"	"protein_coding"
"ENSG00000171045"	"TSNARE1"	"protein_coding"
"ENSG00000171067"	"C11orf24"	"protein_coding"
"ENSG00000171097"	"KYAT1"	"protein_coding"
"ENSG00000171100"	"MTM1"	"protein_coding"
"ENSG00000171130"	"ATP6V0E2"	"protein_coding"
"ENSG00000171155"	"C1GALT1C1"	"protein_coding"
"ENSG00000171159"	"BBLN"	"protein_coding"
"ENSG00000171169"	"NAIF1"	"protein_coding"
"ENSG00000171202"	"TMEM126A"	"protein_coding"
"ENSG00000171204"	"TMEM126B"	"protein_coding"
"ENSG00000171219"	"CDC42BPG"	"protein_coding"
"ENSG00000171316"	"CHD7"	"protein_coding"
"ENSG00000171320"	"ESCO2"	"protein_coding"
"ENSG00000171365"	"CLCN5"	"protein_coding"
"ENSG00000171421"	"MRPL36"	"protein_coding"
"ENSG00000171448"	"ZBTB26"	"protein_coding"
"ENSG00000171453"	"POLR1C"	"protein_coding"
"ENSG00000171462"	"DLK2"	"protein_coding"
"ENSG00000171467"	"ZNF318"	"protein_coding"
"ENSG00000171530"	"TBCA"	"protein_coding"
"ENSG00000171604"	"CXXC5"	"protein_coding"
"ENSG00000171617"	"ENC1"	"protein_coding"
"ENSG00000171631"	"P2RY6"	"protein_coding"
"ENSG00000171714"	"ANO5"	"protein_coding"
"ENSG00000171720"	"HDAC3"	"protein_coding"
"ENSG00000171843"	"MLLT3"	"protein_coding"
"ENSG00000171889"	"MIR31HG"	"lncRNA"
"ENSG00000171992"	"SYNPO"	"protein_coding"
"ENSG00000172014"	"ANKRD20A4P"	"transcribed_unprocessed_pseudogene"
"ENSG00000172062"	"SMN1"	"protein_coding"
"ENSG00000172115"	"CYCS"	"protein_coding"
"ENSG00000172159"	"FRMD3"	"protein_coding"
"ENSG00000172167"	"MTBP"	"protein_coding"
"ENSG00000172172"	"MRPL13"	"protein_coding"
"ENSG00000172197"	"MBOAT1"	"protein_coding"
"ENSG00000172201"	"ID4"	"protein_coding"
"ENSG00000172239"	"PAIP1"	"protein_coding"
"ENSG00000172244"	"C5orf34"	"protein_coding"
"ENSG00000172262"	"ZNF131"	"protein_coding"
"ENSG00000172269"	"DPAGT1"	"protein_coding"
"ENSG00000172273"	"HINFP"	"protein_coding"
"ENSG00000172331"	"BPGM"	"protein_coding"
"ENSG00000172336"	"POP7"	"protein_coding"
"ENSG00000172350"	"ABCG4"	"protein_coding"
"ENSG00000172354"	"GNB2"	"protein_coding"
"ENSG00000172375"	"C2CD2L"	"protein_coding"
"ENSG00000172377"	"OR9I1"	"protein_coding"
"ENSG00000172409"	"CLP1"	"protein_coding"
"ENSG00000172432"	"GTPBP2"	"protein_coding"
"ENSG00000172461"	"FUT9"	"protein_coding"
"ENSG00000172465"	"TCEAL1"	"protein_coding"
"ENSG00000172469"	"MANEA"	"protein_coding"
"ENSG00000172497"	"ACOT12"	"protein_coding"
"ENSG00000172500"	"FIBP"	"protein_coding"
"ENSG00000172508"	"CARNS1"	"protein_coding"
"ENSG00000172531"	"PPP1CA"	"protein_coding"
"ENSG00000172534"	"HCFC1"	"protein_coding"
"ENSG00000172594"	"SMPDL3A"	"protein_coding"
"ENSG00000172613"	"RAD9A"	"protein_coding"
"ENSG00000172638"	"EFEMP2"	"protein_coding"
"ENSG00000172663"	"TMEM134"	"protein_coding"
"ENSG00000172725"	"CORO1B"	"protein_coding"
"ENSG00000172728"	"FUT10"	"protein_coding"
"ENSG00000172732"	"MUS81"	"protein_coding"
"ENSG00000172738"	"TMEM217"	"protein_coding"
"ENSG00000172748"	"ZNF596"	"protein_coding"
"ENSG00000172757"	"CFL1"	"protein_coding"
"ENSG00000172785"	"ZNG1A"	"protein_coding"
"ENSG00000172803"	"SNX32"	"protein_coding"
"ENSG00000172830"	"SSH3"	"protein_coding"
"ENSG00000172869"	"DMXL1"	"protein_coding"
"ENSG00000172889"	"EGFL7"	"protein_coding"
"ENSG00000172890"	"NADSYN1"	"protein_coding"
"ENSG00000172893"	"DHCR7"	"protein_coding"
"ENSG00000172922"	"RNASEH2C"	"protein_coding"
"ENSG00000172927"	"MYEOV"	"protein_coding"
"ENSG00000172932"	"ANKRD13D"	"protein_coding"
"ENSG00000172943"	"PHF8"	"protein_coding"
"ENSG00000172977"	"KAT5"	"protein_coding"
"ENSG00000173020"	"GRK2"	"protein_coding"
"ENSG00000173039"	"RELA"	"protein_coding"
"ENSG00000173041"	"ZNF680"	"protein_coding"
"ENSG00000173068"	"BNC2"	"protein_coding"
"ENSG00000173114"	"LRRN3"	"protein_coding"
"ENSG00000173120"	"KDM2A"	"protein_coding"
"ENSG00000173137"	"ADCK5"	"protein_coding"
"ENSG00000173153"	"ESRRA"	"protein_coding"
"ENSG00000173156"	"RHOD"	"protein_coding"
"ENSG00000173210"	"ABLIM3"	"protein_coding"
"ENSG00000173214"	"MFSD4B"	"protein_coding"
"ENSG00000173221"	"GLRX"	"protein_coding"
"ENSG00000173237"	"C11orf86"	"protein_coding"
"ENSG00000173258"	"ZNF483"	"protein_coding"
"ENSG00000173261"	"PLAC8L1"	"protein_coding"
"ENSG00000173273"	"TNKS"	"protein_coding"
"ENSG00000173275"	"ZNF449"	"protein_coding"
"ENSG00000173281"	"PPP1R3B"	"protein_coding"
"ENSG00000173327"	"MAP3K11"	"protein_coding"
"ENSG00000173334"	"TRIB1"	"protein_coding"
"ENSG00000173442"	"EHBP1L1"	"protein_coding"
"ENSG00000173456"	"RNF26"	"protein_coding"
"ENSG00000173457"	"PPP1R14B"	"protein_coding"
"ENSG00000173465"	"ZNRD2"	"protein_coding"
"ENSG00000173511"	"VEGFB"	"protein_coding"
"ENSG00000173530"	"TNFRSF10D"	"protein_coding"
"ENSG00000173599"	"PC"	"protein_coding"
"ENSG00000173611"	"SCAI"	"protein_coding"
"ENSG00000173621"	"LRFN4"	"protein_coding"
"ENSG00000173653"	"RCE1"	"protein_coding"
"ENSG00000173674"	"EIF1AX"	"protein_coding"
"ENSG00000173681"	"BCLAF3"	"protein_coding"
"ENSG00000173698"	"ADGRG2"	"protein_coding"
"ENSG00000173825"	"TIGD3"	"protein_coding"
"ENSG00000173852"	"DPY19L1"	"protein_coding"
"ENSG00000173914"	"RBM4B"	"protein_coding"
"ENSG00000173933"	"RBM4"	"protein_coding"
"ENSG00000173992"	"CCS"	"protein_coding"
"ENSG00000174010"	"KLHL15"	"protein_coding"
"ENSG00000174028"	"FAM3C2P"	"transcribed_processed_pseudogene"
"ENSG00000174080"	"CTSF"	"protein_coding"
"ENSG00000174132"	"FAM174A"	"protein_coding"
"ENSG00000174136"	"RGMB"	"protein_coding"
"ENSG00000174165"	"ZDHHC24"	"protein_coding"
"ENSG00000174276"	"ZNHIT2"	"protein_coding"
"ENSG00000174428"	"GTF2IRD2B"	"protein_coding"
"ENSG00000174483"	"BBS1"	"protein_coding"
"ENSG00000174547"	"MRPL11"	"protein_coding"
"ENSG00000174669"	"SLC29A2"	"protein_coding"
"ENSG00000174672"	"BRSK2"	"protein_coding"
"ENSG00000174684"	"B4GAT1"	"protein_coding"
"ENSG00000174695"	"TMEM167A"	"protein_coding"
"ENSG00000174744"	"BRMS1"	"protein_coding"
"ENSG00000174791"	"RIN1"	"protein_coding"
"ENSG00000174871"	"CNIH2"	"protein_coding"
"ENSG00000174903"	"RAB1B"	"protein_coding"
"ENSG00000174915"	"PTDSS2"	"protein_coding"
"ENSG00000174996"	"KLC2"	"protein_coding"
